@RELATION 0_elec_anomaly_scale_f_0_s_0.1_r_3_uniform

@ATTRIBUTE attribute_1 numeric
@ATTRIBUTE class {1.0, 0.0}

@DATA
0.486165,0.0
0.476793,0.0
0.466528,0.0
0.457156,0.0
0.453288,0.0
0.46385,0.0
0.483487,0.0
0.524398,0.0
0.607557,0.0
0.715412,0.0
0.744273,0.0
0.732074,0.0
0.704255,0.0
0.685659,0.0
0.674799,0.0
0.649509,0.0
0.604433,0.0
0.538976,0.0
0.566944,0.0
0.565457,0.0
0.575722,0.0
0.563523,0.0
0.561738,0.0
0.533323,0.0
0.506397,0.0
0.442725,0.0
0.374145,0.0
0.326986,0.0
0.279084,0.0
0.242636,0.0
0.219429,0.0
0.216007,0.0
0.242487,0.0
0.29396,0.0
0.39765,0.0
0.513686,0.0
0.553555,0.0
0.645195,0.0
0.672865,0.0
0.664683,0.0
0.703065,0.0
0.721958,0.0
0.707825,0.0
0.675989,0.0
0.655162,0.0
0.642666,0.0
0.636864,0.0
0.622583,0.0
0.6144,0.0
0.613508,0.0
0.599524,0.0
0.577655,0.0
0.57111,0.0
0.588218,0.0
0.609789,0.0
0.64817,0.0
0.710354,0.0
0.76019,0.0
0.758256,0.0
0.734454,0.0
0.687147,0.0
0.651741,0.0
0.62526,0.0
0.596549,0.0
0.54939,0.0
0.492859,0.0
0.537935,0.0
0.546712,0.0
0.560994,0.0
0.554299,0.0
0.6767507976326088,1.0
0.6019269206640872,1.0
0.5267512035823231,1.0
0.3588360998731813,1.0
0.19232599527396677,1.0
0.08483293732083008,1.0
-0.03811747218455036,1.0
-0.13401869714502546,1.0
-0.21270573133008708,1.0
-0.24853675064779934,1.0
-0.22640624365916096,1.0
-0.19970889922749802,1.0
-0.11469582703319992,1.0
-0.02476879996871889,1.0
0.09396661220687924,1.0
0.30192773256351574,1.0
0.5039170163672001,1.0
0.6342442615354601,1.0
0.7589515102640101,1.0
0.7828388564758184,1.0
0.7740570217030114,1.0
0.7255786490529106,1.0
0.6468916148678486,1.0
0.6760471174061242,1.0
0.6616452861936076,1.0
0.6310824232023626,1.0
0.6093037563269667,1.0
0.5899832475581832,1.0
0.5731208968960121,1.0
0.5608253836768657,1.0
0.5678503792265028,1.0
0.5780395744522792,1.0
0.6693739619697294,1.0
0.7758114995831393,1.0
0.8464203792218787,1.0
0.9816663019464055,1.0
0.9563739566246698,1.0
0.9107055821944239,1.0
0.7891625331420127,1.0
0.6693739619697294,1.0
0.5885782484482558,1.0
0.5372898775782999,1.0
0.46668099793956036,1.0
0.37323793108569786,1.0
0.4269868214053082,1.0
0.4308499786218482,1.0
0.4420899715012676,1.0
0.3876421236412564,1.0
0.405385,0.0
0.350937,0.0
0.328325,0.0
0.276852,0.0
0.225379,0.0
0.18551,0.0
0.153377,0.0
0.130318,0.0
0.1144,0.0
0.108747,0.0
0.113805,0.0
0.116632,0.0
0.139244,0.0
0.162154,0.0
0.194139,0.0
0.25543,0.0
0.330854,0.0
0.40598,0.0
0.470544,0.0
0.518596,0.0
0.53258,0.0
0.540762,0.0
0.53377,0.0
0.544183,0.0
0.531538,0.0
0.510265,0.0
0.479024,0.0
0.46028,0.0
0.438411,0.0
0.416245,0.0
0.414014,0.0
0.408807,0.0
0.42532,0.0
0.476793,0.0
0.543588,0.0
0.625558,0.0
0.660518,0.0
0.641625,0.0
0.609194,0.0
0.585094,0.0
0.565457,0.0
0.546415,0.0
0.49881,0.0
0.447486,0.0
0.461767,0.0
0.447635,0.0
0.452246,0.0
0.423088,0.0
0.395567,0.0
0.345582,0.0
0.326986,0.0
0.278786,0.0
0.237876,0.0
0.211098,0.0
0.184766,0.0
0.162452,0.0
0.150104,0.0
0.158733,0.0
0.190866,0.0
0.251711,0.0
0.359268,0.0
0.486314,0.0
0.522464,0.0
0.595507,0.0
0.613954,0.0
0.597888,0.0
0.633145,0.0
0.640137,0.0
0.616781,0.0
0.591491,0.0
0.570068,0.0
0.563076,0.0
0.548349,0.0
0.53853,0.0
0.534662,0.0
0.526629,0.0
0.511752,0.0
0.494347,0.0
0.484528,0.0
0.492711,0.0
0.505802,0.0
0.53496,0.0
0.603541,0.0
0.717941,0.0
0.734008,0.0
0.720321,0.0
0.681345,0.0
0.659923,0.0
0.639988,0.0
0.615144,0.0
0.569473,0.0
0.515323,0.0
0.544927,0.0
0.546564,0.0
0.556084,0.0
0.546266,0.0
0.542696,0.0
0.515472,0.0
0.496281,0.0
0.434841,0.0
0.373698,0.0
0.325498,0.0
0.276555,0.0
0.234305,0.0
0.212139,0.0
0.211395,0.0
0.237429,0.0
0.285778,0.0
0.402856,0.0
0.526331,0.0
0.553704,0.0
0.632699,0.0
0.652633,0.0
0.644749,0.0
0.669444,0.0
0.665427,0.0
0.639839,0.0
0.603094,0.0
0.590896,0.0
0.579143,0.0
0.560845,0.0
0.547902,0.0
0.538828,0.0
0.525141,0.0
0.509075,0.0
0.499702,0.0
0.490925,0.0
0.499405,0.0
0.519042,0.0
0.557572,0.0
0.631062,0.0
0.74695,0.0
0.765695,0.0
0.75186,0.0
0.717792,0.0
0.684766,0.0
0.669295,0.0
0.637905,0.0
0.596102,0.0
0.532728,0.0
0.558316,0.0
0.557423,0.0
0.566201,0.0
0.554894,0.0
0.550431,0.0
0.531836,0.0
0.511306,0.0
0.446147,0.0
0.387682,0.0
0.337697,0.0
0.289795,0.0
0.24814,0.0
0.229098,0.0
0.22166,0.0
0.252603,0.0
0.301993,0.0
0.412824,0.0
0.533175,0.0
0.563374,0.0
0.638054,0.0
0.660518,0.0
0.648319,0.0
0.675989,0.0
0.677774,0.0
0.643112,0.0
0.602499,0.0
0.574383,0.0
0.560547,0.0
0.543588,0.0
0.517852,0.0
0.510414,0.0
0.505207,0.0
0.497322,0.0
0.478429,0.0
0.467718,0.0
0.481553,0.0
0.501339,0.0
0.53972,0.0
0.603689,0.0
0.71809,0.0
0.726272,0.0
0.722999,0.0
0.679857,0.0
0.660369,0.0
0.641476,0.0
0.609491,0.0
0.566647,0.0
0.510414,0.0
0.545671,0.0
0.545225,0.0
0.554002,0.0
0.542398,0.0
0.541506,0.0
0.518149,0.0
0.490628,0.0
0.427551,0.0
0.365665,0.0
0.318358,0.0
0.273728,0.0
0.234603,0.0
0.212288,0.0
0.209164,0.0
0.237578,0.0
0.282654,0.0
0.395418,0.0
0.507289,0.0
0.541357,0.0
0.618863,0.0
0.644451,0.0
0.629575,0.0
0.655162,0.0
0.654716,0.0
0.627641,0.0
0.599226,0.0
0.572151,0.0
0.564118,0.0
0.547456,0.0
0.530497,0.0
0.524249,0.0
0.514579,0.0
0.50119,0.0
0.493306,0.0
0.48557,0.0
0.493306,0.0
0.508628,0.0
0.536745,0.0
0.591044,0.0
0.691163,0.0
0.705147,0.0
0.693395,0.0
0.665873,0.0
0.643707,0.0
0.628087,0.0
0.606516,0.0
0.555489,0.0
0.498364,0.0
0.535109,0.0
0.547456,0.0
0.552812,0.0
0.545968,0.0
0.539572,0.0
0.520827,0.0
0.492711,0.0
0.423535,0.0
0.360458,0.0
0.313746,0.0
0.272538,0.0
0.234157,0.0
0.211693,0.0
0.208569,0.0
0.234603,0.0
0.284439,0.0
0.384112,0.0
0.503868,0.0
0.525588,0.0
0.590449,0.0
0.602499,0.0
0.593871,0.0
0.620649,0.0
0.633591,0.0
0.611425,0.0
0.58197,0.0
0.558465,0.0
0.546712,0.0
0.529307,0.0
0.516959,0.0
0.502083,0.0
0.486016,0.0
0.475751,0.0
0.459833,0.0
0.451503,0.0
0.45537,0.0
0.465338,0.0
0.486909,0.0
0.535109,0.0
0.630318,0.0
0.649658,0.0
0.633889,0.0
0.602946,0.0
0.57587,0.0
0.561143,0.0
0.546266,0.0
0.501339,0.0
0.457453,0.0
0.505207,0.0
0.519339,0.0
0.534365,0.0
0.534216,0.0
0.52767,0.0
0.502083,0.0
0.4759,0.0
0.404344,0.0
0.3374,0.0
0.282208,0.0
0.240553,0.0
0.200982,0.0
0.173758,0.0
0.159625,0.0
0.162154,0.0
0.175989,0.0
0.210354,0.0
0.251562,0.0
0.306456,0.0
0.391848,0.0
0.459833,0.0
0.507289,0.0
0.536299,0.0
0.533175,0.0
0.507736,0.0
0.47709,0.0
0.455073,0.0
0.424278,0.0
0.396757,0.0
0.381732,0.0
0.363434,0.0
0.343201,0.0
0.328027,0.0
0.317019,0.0
0.311068,0.0
0.308985,0.0
0.327135,0.0
0.359714,0.0
0.409402,0.0
0.519637,0.0
0.55787,0.0
0.543737,0.0
0.510414,0.0
0.473222,0.0
0.448974,0.0
0.435882,0.0
0.39765,0.0
0.36507,0.0
0.391699,0.0
0.400179,0.0
0.410295,0.0
0.390509,0.0
0.366558,0.0
0.327879,0.0
0.307349,0.0
0.252752,0.0
0.204552,0.0
0.167658,0.0
0.137608,0.0
0.115739,0.0
0.099226,0.0
0.095954,0.0
0.095061,0.0
0.10607,0.0
0.127492,0.0
0.150699,0.0
0.177328,0.0
0.239958,0.0
0.301845,0.0
0.355103,0.0
0.398542,0.0
0.421749,0.0
0.423237,0.0
0.402559,0.0
0.378905,0.0
0.364624,0.0
0.350342,0.0
0.3313,0.0
0.312109,0.0
0.286968,0.0
0.272687,0.0
0.258256,0.0
0.258405,0.0
0.260785,0.0
0.277298,0.0
0.313448,0.0
0.370574,0.0
0.482297,0.0
0.539274,0.0
0.52886,0.0
0.501041,0.0
0.483785,0.0
0.46742,0.0
0.449717,0.0
0.411336,0.0
0.365516,0.0
0.383071,0.0
0.386938,0.0
0.409997,0.0
0.38917,0.0
0.370872,0.0
0.32773,0.0
0.308093,0.0
0.265248,0.0
0.233115,0.0
0.202916,0.0
0.179411,0.0
0.158881,0.0
0.153377,0.0
0.161708,0.0
0.194585,0.0
0.238024,0.0
0.343201,0.0
0.446147,0.0
0.474859,0.0
0.530497,0.0
0.550283,0.0
0.54582,0.0
0.575126,0.0
0.586879,0.0
0.56263,0.0
0.541506,0.0
0.522761,0.0
0.50967,0.0
0.495983,0.0
0.487206,0.0
0.491223,0.0
0.482148,0.0
0.475454,0.0
0.453585,0.0
0.449717,0.0
0.46266,0.0
0.473073,0.0
0.502083,0.0
0.557126,0.0
0.6687,0.0
0.688188,0.0
0.675245,0.0
0.637757,0.0
0.616781,0.0
0.591639,0.0
0.570217,0.0
0.527522,0.0
0.476644,0.0
0.519042,0.0
0.529753,0.0
0.537935,0.0
0.533472,0.0
0.531538,0.0
0.511752,0.0
0.490181,0.0
0.428295,0.0
0.363285,0.0
0.318953,0.0
0.273728,0.0
0.235644,0.0
0.221214,0.0
0.210503,0.0
0.236388,0.0
0.292919,0.0
0.41208,0.0
0.535406,0.0
0.560101,0.0
0.63374,0.0
0.648319,0.0
0.626004,0.0
0.646087,0.0
0.641773,0.0
0.613062,0.0
0.58078,0.0
0.566944,0.0
0.549985,0.0
0.532282,0.0
0.525439,0.0
0.520976,0.0
0.506248,0.0
0.496727,0.0
0.486611,0.0
0.474412,0.0
0.48438,0.0
0.493306,0.0
0.519637,0.0
0.577655,0.0
0.672716,0.0
0.714222,0.0
0.711098,0.0
0.662898,0.0
0.633889,0.0
0.611276,0.0
0.590449,0.0
0.536745,0.0
0.483933,0.0
0.515769,0.0
0.517852,0.0
0.529307,0.0
0.522761,0.0
0.525439,0.0
0.504017,0.0
0.480661,0.0
0.417287,0.0
0.357037,0.0
0.310027,0.0
0.265992,0.0
0.226718,0.0
0.209164,0.0
0.200684,0.0
0.231479,0.0
0.281613,0.0
0.38798,0.0
0.503124,0.0
0.509967,0.0
0.571407,0.0
0.582416,0.0
0.569325,0.0
0.601012,0.0
0.603838,0.0
0.583011,0.0
0.560994,0.0
0.546712,0.0
0.536596,0.0
0.521125,0.0
0.509223,0.0
0.505058,0.0
0.497769,0.0
0.485867,0.0
0.481553,0.0
0.471288,0.0
0.478429,0.0
0.496132,0.0
0.530497,0.0
0.587623,0.0
0.698453,0.0
0.732966,0.0
0.720173,0.0
0.683874,0.0
0.65665,0.0
0.635823,0.0
0.612169,0.0
0.561886,0.0
0.509223,0.0
0.540613,0.0
0.546415,0.0
0.549241,0.0
0.545076,0.0
0.541952,0.0
0.520976,0.0
0.501041,0.0
0.443023,0.0
0.380542,0.0
0.332193,0.0
0.281166,0.0
0.244719,0.0
0.227313,0.0
0.216305,0.0
0.245165,0.0
0.295448,0.0
0.411336,0.0
0.528563,0.0
0.558614,0.0
0.633442,0.0
0.64817,0.0
0.635525,0.0
0.661857,0.0
0.666468,0.0
0.6446,0.0
0.612318,0.0
0.594763,0.0
0.588069,0.0
0.580482,0.0
0.573788,0.0
0.57349,0.0
0.563225,0.0
0.552365,0.0
0.545968,0.0
0.53734,0.0
0.551919,0.0
0.57587,0.0
0.609789,0.0
0.68075,0.0
0.803332,0.0
0.836358,0.0
0.827581,0.0
0.802142,0.0
0.775811,0.0
0.755132,0.0
0.727908,0.0
0.66751,0.0
0.599226,0.0
0.623624,0.0
0.611128,0.0
0.605177,0.0
0.598483,0.0
0.591491,0.0
0.568134,0.0
0.542696,0.0
0.480512,0.0
0.416245,0.0
0.365665,0.0
0.323118,0.0
0.283844,0.0
0.258108,0.0
0.257661,0.0
0.285183,0.0
0.3374,0.0
0.452693,0.0
0.586581,0.0
0.628831,0.0
0.711395,0.0
0.727016,0.0
0.714668,0.0
0.740256,0.0
0.734603,0.0
0.703957,0.0
0.664534,0.0
0.635823,0.0
0.611425,0.0
0.597144,0.0
0.578697,0.0
0.554894,0.0
0.542993,0.0
0.525141,0.0
0.50848,0.0
0.500446,0.0
0.508777,0.0
0.521422,0.0
0.559357,0.0
0.626004,0.0
0.7349,0.0
0.771199,0.0
0.759595,0.0
0.732074,0.0
0.699792,0.0
0.67956,0.0
0.648616,0.0
0.60607,0.0
0.548051,0.0
0.584499,0.0
0.593573,0.0
0.602202,0.0
0.601755,0.0
0.592086,0.0
0.569027,0.0
0.531389,0.0
0.461767,0.0
0.396162,0.0
0.340375,0.0
0.290687,0.0
0.248438,0.0
0.222553,0.0
0.203065,0.0
0.20842,0.0
0.214668,0.0
0.253942,0.0
0.297233,0.0
0.367301,0.0
0.461619,0.0
0.543439,0.0
0.584647,0.0
0.618566,0.0
0.614698,0.0
0.579738,0.0
0.540018,0.0
0.496578,0.0
0.46742,0.0
0.435287,0.0
0.401964,0.0
0.383666,0.0
0.361797,0.0
0.346177,0.0
0.336805,0.0
0.33011,0.0
0.337251,0.0
0.359119,0.0
0.405385,0.0
0.467569,0.0
0.60235,0.0
0.658881,0.0
0.654716,0.0
0.615591,0.0
0.583011,0.0
0.553109,0.0
0.536745,0.0
0.498959,0.0
0.456114,0.0
0.477536,0.0
0.476941,0.0
0.481107,0.0
0.464445,0.0
0.437072,0.0
0.383963,0.0
0.360458,0.0
0.30601,0.0
0.259595,0.0
0.228057,0.0
0.197858,0.0
0.173163,0.0
0.155906,0.0
0.138798,0.0
0.1446,0.0
0.156352,0.0
0.182832,0.0
0.215858,0.0
0.25543,0.0
0.334722,0.0
0.39765,0.0
0.455222,0.0
0.500446,0.0
0.515323,0.0
0.494347,0.0
0.470693,0.0
0.43975,0.0
0.416989,0.0
0.389467,0.0
0.365367,0.0
0.331747,0.0
0.30482,0.0
0.289051,0.0
0.275364,0.0
0.278489,0.0
0.282654,0.0
0.299018,0.0
0.337251,0.0
0.396162,0.0
0.532728,0.0
0.602797,0.0
0.612318,0.0
0.587771,0.0
0.571705,0.0
0.535704,0.0
0.525736,0.0
0.481851,0.0
0.430527,0.0
0.443618,0.0
0.431419,0.0
0.435733,0.0
0.406575,0.0
0.2745091259634021,1.0
0.18529521202371146,1.0
0.14830395805822705,1.0
0.039507156079473915,1.0
-0.048258701655162106,1.0
-0.12332847064245123,1.0
-0.19259626358928617,1.0
-0.2509841325577399,1.0
-0.2662179763715208,1.0
-0.2520738314191192,1.0
-0.15741873658770855,1.0
-0.022147371668059024,1.0
0.27632285292730874,1.0
0.5747930775226766,1.0
0.6422471435056047,1.0
0.8083469912015501,1.0
0.8598456230732292,1.0
0.8257553571279719,1.0
0.892846190157107,1.0
0.9080775961658287,1.0
0.8457014781208277,1.0
0.7495958892793035,1.0
0.6799648633786755,1.0
0.650589312417552,1.0
0.6241147494766558,1.0
0.5936519374592119,1.0
0.5751563104764696,1.0
0.5338135744806447,1.0
0.511690493570089,1.0
0.464906576682544,1.0
0.43698151973153404,1.0
0.4449604556896882,1.0
0.47832669353241813,1.0
0.5290988594965109,1.0
0.6248412153842419,1.0
0.8848672541989527,1.0
0.9809728430404773,1.0
0.9374531471269522,1.0
0.8583926912580565,1.0
0.7960165732130555,1.0
0.7481453952691899,1.0
0.6962835304437177,1.0
0.6023549015198931,1.0
0.46853403061035737,1.0
0.5584744104576344,1.0
0.5740690494201494,1.0
0.5889372224750781,1.0
0.5889372224750781,1.0
0.530199,0.0
0.510414,0.0
0.491372,0.0
0.426659,0.0
0.368343,0.0
0.317465,0.0
0.269414,0.0
0.237727,0.0
0.219875,0.0
0.211395,0.0
0.239512,0.0
0.288158,0.0
0.400476,0.0
0.52172,0.0
0.538381,0.0
0.605772,0.0
0.605177,0.0
0.582416,0.0
0.605177,0.0
0.610533,0.0
0.584201,0.0
0.55177,0.0
0.528563,0.0
0.514281,0.0
0.506843,0.0
0.49033,0.0
0.485421,0.0
0.473817,0.0
0.463106,0.0
0.452841,0.0
0.450164,0.0
0.45418,0.0
0.463106,0.0
0.477239,0.0
0.526034,0.0
0.620054,0.0
0.649509,0.0
0.634484,0.0
0.600863,0.0
0.57349,0.0
0.559506,0.0
0.537043,0.0
0.494049,0.0
0.454032,0.0
0.492115,0.0
0.495091,0.0
0.510711,0.0
0.513686,0.0
0.5658302926693268,1.0
0.5205920197216672,1.0
0.4785446745926616,1.0
0.3631332791822414,1.0
0.24946061780617645,1.0
0.15985538818143658,1.0
0.07489133090624756,1.0
0.012255971348028583,1.0
-0.02747176223290254,1.0
-0.04342055356596669,1.0
0.016604755687318007,1.0
0.11490950324403842,1.0
0.32920457447149676,1.0
0.5591599475285612,1.0
0.5791690336974566,1.0
0.7082115581462678,1.0
0.7070517523722305,1.0
0.6629732851986082,1.0
0.7154608315473514,1.0
0.7201000546435006,1.0
0.6795029540453918,1.0
0.6386154146904235,1.0
0.597727875335455,1.0
0.5878685516294372,1.0
0.5551016019461316,1.0
0.5246523145574986,1.0
0.5220422642525643,1.0
0.5174030411564151,1.0
0.49333560940509,1.0
0.4634671995301767,1.0
0.4428772358475617,1.0
0.448966703474608,1.0
0.46636573933856906,1.0
0.48811550879522136,1.0
0.5400221776302448,1.0
0.6969019899093529,1.0
0.7435885581345077,1.0
0.7012507742486424,1.0
0.6273058464535086,1.0
0.5756896163753447,1.0
0.5432111561954971,1.0
0.4863748255074646,1.0
0.4104007249211159,1.0
0.31470602766932976,1.0
0.40808111337304126,1.0
0.455346609858514,1.0
0.5107326960156494,1.0
0.5246523145574986,1.0
0.500893,0.0
0.481404,0.0
0.453436,0.0
0.393335,0.0
0.329069,0.0
0.288753,0.0
0.240702,0.0
0.207528,0.0
0.190122,0.0
0.184469,0.0
0.208123,0.0
0.261083,0.0
0.363731,0.0
0.464445,0.0
0.471883,0.0
0.523802,0.0
0.548349,0.0
0.548646,0.0
0.582267,0.0
0.594466,0.0
0.581077,0.0
0.565457,0.0
0.546712,0.0
0.539274,0.0
0.531985,0.0
0.521571,0.0
0.519637,0.0
0.509223,0.0
0.499702,0.0
0.484082,0.0
0.46266,0.0
0.461619,0.0
0.475602,0.0
0.498364,0.0
0.538233,0.0
0.622434,0.0
0.648468,0.0
0.632252,0.0
0.593722,0.0
0.565605,0.0
0.553258,0.0
0.526778,0.0
0.481851,0.0
0.430973,0.0
0.476198,0.0
0.490033,0.0
0.508033,0.0
0.50967,0.0
0.509223,0.0
0.4759,0.0
0.454924,0.0
0.404195,0.0
0.340077,0.0
0.299316,0.0
0.252306,0.0
0.219429,0.0
0.193544,0.0
0.194139,0.0
0.220916,0.0
0.259149,0.0
0.358524,0.0
0.468908,0.0
0.481553,0.0
0.539125,0.0
0.555638,0.0
0.545522,0.0
0.5723,0.0
0.589408,0.0
0.576168,0.0
0.551919,0.0
0.528117,0.0
0.522017,0.0
0.509372,0.0
0.494793,0.0
0.484082,0.0
0.475305,0.0
0.455222,0.0
0.443767,0.0
0.427551,0.0
0.436775,0.0
0.441089,0.0
0.462065,0.0
0.486165,0.0
0.561291,0.0
0.590598,0.0
0.582713,0.0
0.542844,0.0
0.5241,0.0
0.509372,0.0
0.496132,0.0
0.455222,0.0
0.415799,0.0
0.465338,0.0
0.487652,0.0
0.508331,0.0
0.508331,0.0
0.508628,0.0
0.484528,0.0
0.453288,0.0
0.387831,0.0
0.323713,0.0
0.27715,0.0
0.229545,0.0
0.193841,0.0
0.167063,0.0
0.152336,0.0
0.157096,0.0
0.176287,0.0
0.214966,0.0
0.253198,0.0
0.313746,0.0
0.403005,0.0
0.475454,0.0
0.510711,0.0
0.542993,0.0
0.546564,0.0
0.517852,0.0
0.479173,0.0
0.442428,0.0
0.416245,0.0
0.392591,0.0
0.374293,0.0
0.35302,0.0
0.333978,0.0
0.313002,0.0
0.301101,0.0
0.300952,0.0
0.308093,0.0
0.319697,0.0
0.349598,0.0
0.386641,0.0
0.50238,0.0
0.571705,0.0
0.564415,0.0
0.52886,0.0
0.494049,0.0
0.46742,0.0
0.453139,0.0
0.416394,0.0
0.378608,0.0
0.401815,0.0
0.408063,0.0
0.422493,0.0
0.404344,0.0
0.384707,0.0
0.335763,0.0
0.320738,0.0
0.264058,0.0
0.217792,0.0
0.185808,0.0
0.159476,0.0
0.135971,0.0
0.11812,0.0
0.108896,0.0
0.112913,0.0
0.124814,0.0
0.144154,0.0
0.174502,0.0
0.21199,0.0
0.285481,0.0
0.35183,0.0
0.405237,0.0
0.449122,0.0
0.455668,0.0
0.44704,0.0
0.421006,0.0
0.398691,0.0
0.380988,0.0
0.366855,0.0
0.353317,0.0
0.328176,0.0
0.310324,0.0
0.302737,0.0
0.301398,0.0
0.306159,0.0
0.316126,0.0
0.332193,0.0
0.370723,0.0
0.428444,0.0
0.535555,0.0
0.594168,0.0
0.596995,0.0
0.57468,0.0
0.555192,0.0
0.531538,0.0
0.513835,0.0
0.465338,0.0
0.408956,0.0
0.426807,0.0
0.412675,0.0
0.415799,0.0
0.38679,0.0
0.366111,0.0
0.330854,0.0
0.320738,0.0
0.274918,0.0
0.232966,0.0
0.198155,0.0
0.177031,0.0
0.15055,0.0
0.145492,0.0
0.157691,0.0
0.193097,0.0
0.247099,0.0
0.352722,0.0
0.480214,0.0
0.520083,0.0
0.604582,0.0
0.637757,0.0
0.647426,0.0
0.697709,0.0
0.735347,0.0
0.736239,0.0
0.728355,0.0
0.723892,0.0
0.731479,0.0
0.738768,0.0
0.734454,0.0
0.727908,0.0
0.714966,0.0
0.707825,0.0
0.69994,0.0
0.700536,0.0
0.719875,0.0
0.751413,0.0
0.789497,0.0
0.828622,0.0
0.908509,0.0
0.935733,0.0
0.911336,0.0
0.865219,0.0
0.819994,0.0
0.793216,0.0
0.757215,0.0
0.689973,0.0
0.608301,0.0
0.638203,0.0
0.621541,0.0
0.602946,0.0
0.585242,0.0
0.579143,0.0
0.554746,0.0
0.52886,0.0
0.47233,0.0
0.411187,0.0
0.359119,0.0
0.315085,0.0
0.27715,0.0
0.253198,0.0
0.248289,0.0
0.28072,0.0
0.32535,0.0
0.452693,0.0
0.59878,0.0
0.638947,0.0
0.709908,0.0
0.728801,0.0
0.713329,0.0
0.731032,0.0
0.729545,0.0
0.698007,0.0
0.65546,0.0
0.62526,0.0
0.602946,0.0
0.582416,0.0
0.553109,0.0
0.53972,0.0
0.511306,0.0
0.508331,0.0
0.496132,0.0
0.482594,0.0
0.496578,0.0
0.511455,0.0
0.545522,0.0
0.60488,0.0
0.730884,0.0
0.797679,0.0
0.803332,0.0
0.772687,0.0
0.730437,0.0
0.722107,0.0
0.692949,0.0
0.640137,0.0
0.572895,0.0
0.584647,0.0
0.577358,0.0
0.581821,0.0
0.573044,0.0
0.575722,0.0
0.558018,0.0
0.537786,0.0
0.478429,0.0
0.414758,0.0
0.367599,0.0
0.320887,0.0
0.279084,0.0
0.260934,0.0
0.253942,0.0
0.280274,0.0
0.33859,0.0
0.463404,0.0
0.597739,0.0
0.631955,0.0
0.70723,0.0
0.713627,0.0
0.691015,0.0
0.714519,0.0
0.710949,0.0
0.675692,0.0
0.639839,0.0
0.609938,0.0
0.581821,0.0
0.56873,0.0
0.549688,0.0
0.542249,0.0
0.528117,0.0
0.514579,0.0
0.499554,0.0
0.491818,0.0
0.496578,0.0
0.51681,0.0
0.550283,0.0
0.614252,0.0
0.736983,0.0
0.800952,0.0
0.800208,0.0
0.767777,0.0
0.743826,0.0
0.729694,0.0
0.699197,0.0
0.646236,0.0
0.58554,0.0
0.601755,0.0
0.592086,0.0
0.590449,0.0
0.581226,0.0
0.580928,0.0
0.560994,0.0
0.530199,0.0
0.469949,0.0
0.408063,0.0
0.360607,0.0
0.312258,0.0
0.276257,0.0
0.249926,0.0
0.247545,0.0
0.270902,0.0
0.324755,0.0
0.440494,0.0
0.568283,0.0
0.605623,0.0
0.690717,0.0
0.713329,0.0
0.714668,0.0
0.747099,0.0
0.753198,0.0
0.72895,0.0
0.696221,0.0
0.670187,0.0
0.651889,0.0
0.63374,0.0
0.617525,0.0
0.610979,0.0
0.592978,0.0
0.58197,0.0
0.571407,0.0
0.554894,0.0
0.5723,0.0
0.591342,0.0
0.632104,0.0
0.687147,0.0
0.782803,0.0
0.80601,0.0
0.794555,0.0
0.759298,0.0
0.732371,0.0
0.720173,0.0
0.689229,0.0
0.631657,0.0
0.567242,0.0
0.59759,0.0
0.591639,0.0
0.588962,0.0
0.574531,0.0
0.569771,0.0
0.549836,0.0
0.521125,0.0
0.465635,0.0
0.394674,0.0
0.346921,0.0
0.302142,0.0
0.260637,0.0
0.240851,0.0
0.23133,0.0
0.263761,0.0
0.311514,0.0
0.422493,0.0
0.543588,0.0
0.5723,0.0
0.649658,0.0
0.658435,0.0
0.652187,0.0
0.676138,0.0
0.676138,0.0
0.644302,0.0
0.606665,0.0
0.574234,0.0
0.56501,0.0
0.551026,0.0
0.545671,0.0
0.536745,0.0
0.528117,0.0
0.514877,0.0
0.503868,0.0
0.495537,0.0
0.505504,0.0
0.528563,0.0
0.556382,0.0
0.586284,0.0
0.65665,0.0
0.69994,0.0
0.6867,0.0
0.652633,0.0
0.63017,0.0
0.610086,0.0
0.589408,0.0
0.54939,0.0
0.497025,0.0
0.542844,0.0
0.550283,0.0
0.563076,0.0
0.555638,0.0
0.553853,0.0
0.527968,0.0
0.498066,0.0
0.430229,0.0
0.361648,0.0
0.310473,0.0
0.260339,0.0
0.221958,0.0
0.194436,0.0
0.180899,0.0
0.182684,0.0
0.193544,0.0
0.232818,0.0
0.276852,0.0
0.345135,0.0
0.436031,0.0
0.50967,0.0
0.548944,0.0
0.578102,0.0
0.570217,0.0
0.537043,0.0
0.498215,0.0
0.462362,0.0
0.433651,0.0
0.414758,0.0
0.391401,0.0
0.36864,0.0
0.342309,0.0
0.323416,0.0
0.315382,0.0
0.308242,0.0
0.310324,0.0
0.327879,0.0
0.36507,0.0
0.408658,0.0
0.535704,0.0
0.616483,0.0
0.619161,0.0
0.590003,0.0
0.555489,0.0
0.52172,0.0
0.507438,0.0
0.47114,0.0
0.433353,0.0
0.452098,0.0
0.445701,0.0
0.455073,0.0
0.43618,0.0
0.417584,0.0
0.370425,0.0
0.348408,0.0
0.291134,0.0
0.241595,0.0
0.20366,0.0
0.175692,0.0
0.151741,0.0
0.135079,0.0
0.129128,0.0
0.138054,0.0
0.1446,0.0
0.16989,0.0
0.200684,0.0
0.237429,0.0
0.306754,0.0
0.373252,0.0
0.420559,0.0
0.45909,0.0
